t;x;x_p;x_pp;y;y_p;y_pp;z;z_p;z_pp;F_x;F_y;F_z
0,003499999999999998;0;0;0;0;0;0;-6,280120401540296e-05;-0,03466753880047491;-9,449975146497701;0;0;-0,9449975146497729
0,0035999999999999977;0;0;0;0;0;0;-6,631515644906142e-05;-0,035611509872694264;-9,439710722193503;0;0;-0,9439710722193474
0,0036999999999999976;0;0;0;0;0;0;-6,99234546744843e-05;-0,03655445463576344;-9,429447630691783;0;0;-0,9429447630691805
0,0037999999999999974;0;0;0;0;0;0;-7,362599606746493e-05;-0,03749637322384915;-9,41918588085705;0;0;-0,9419185880857037
0,0038999999999999972;0;0;0;0;0;0;-7,742267801725756e-05;-0,03843726577200343;-9,408925481542845;0;0;-0,9408925481542839
0,0039999999999999975;0;0;0;0;0;0;-8,131339792666587e-05;-0,039377132416162655;-9,398666441592235;0;0;-0,9398666441592239
0,004099999999999998;0;0;0;0;0;0;-8,529805321213132e-05;-0,040315973293146415;-9,388408769837596;0;0;-0,9388408769837626
0,004199999999999998;0;0;0;0;0;0;-8,937654130382147e-05;-0,04125378854065649;-9,378152475100764;0;0;-0,9378152475100751
0,004299999999999998;0;0;0;0;0;0;-9,35487596457181e-05;-0,042190578297275766;-9,367897566192745;0;0;-0,9367897566192726
0,0043999999999999985;0;0;0;0;0;0;-9,781460569570524e-05;-0,043126342702467166;-9,357644051913999;0;0;-0,9357644051914034
0,004499999999999999;0;0;0;0;0;0;-0,00010217397692565723;-0,04406108189657262;-9,347391941054509;0;0;-0,9347391941054526
0,004599999999999999;0;0;0;0;0;0;-0,00010662677082152646;-0,04499479602081196;-9,33714124239343;0;0;-0,9337141242393423
0,004699999999999999;0;0;0;0;0;0;-0,00011117288488343115;-0,04592748521728189;-9,32689196469931;0;0;-0,9326891964699322
0,0048;0;0;0;0;0;0;-0,00011581221662574299;-0,04685914962895491;-9,316644116730208;0;0;-0,9316644116730198
0,0049;0;0;0;0;0;0;-0,00012054466357717464;-0,047789789399678255;-9,306397707233431;0;0;-0,93063977072334
0,005;0;0;0;0;0;0;-0,0001253701232808672;-0,04871940467417282;-9,296152744945676;0;0;-0,9296152744945663
0,0051;0;0;0;0;0;0;-0,00013028849329447745;-0,04964799559803213;-9,285909238593085;0;0;-0,92859092385931
0,005200000000000001;0;0;0;0;0;0;-0,00013529967119026512;-0,05057556231772125;-9,275667196891185;0;0;-0,9275667196891216
0,005300000000000001;0;0;0;0;0;0;-0,00014040355455517998;-0,05150210498057574;-9,265426628544889;0;0;-0,92654266285449
0,005400000000000001;0;0;0;0;0;0;-0,0001456000409909488;-0,05242762373480058;-9,255187542248425;0;0;-0,9255187542248438
0,005500000000000001;0;0;0;0;0;0;-0,00015088902811416228;-0,05335211872946913;-9,244949946685468;0;0;-0,92449499466855
0,005600000000000002;0;0;0;0;0;0;-0,00015627041355636184;-0,05427559011452204;-9,234713850529152;0;0;-0,9234713850529158
0,005700000000000002;0;0;0;0;0;0;-0,00016174409496412626;-0,05519803804076623;-9,224479262441854;0;0;-0,9224479262441884
0,005800000000000002;0;0;0;0;0;0;-0,00016730996999915826;-0,05611946265987378;-9,214246191075539;0;0;-0,9214246191075544
0,0059000000000000025;0;0;0;0;0;0;-0,000172967936338371;-0,057039864124380925;-9,204014645071423;0;0;-0,920401464507141
0,006000000000000003;0;0;0;0;0;0;-0,00017871789167397438;-0,05795924258768694;-9,19378463306017;0;0;-0,9193784633060164
0,006100000000000003;0;0;0;0;0;0;-0,0001845597337135614;-0,05887759820405313;-9,1835561636619;0;0;-0,918355616366189
0,006200000000000003;0;0;0;0;0;0;-0,00019049336018019412;-0,05979493112860174;-9,17332924548611;0;0;-0,9173329245486087
0,0063000000000000035;0;0;0;0;0;0;-0,00019651866881248995;-0,06071124151731491;-9,163103887131692;0;0;-0,9163103887131663
0,006400000000000004;0;0;0;0;0;0;-0,00020263555736470737;-0,061626529527033604;-9,152880097186912;0;0;-0,9152880097186945
0,006500000000000004;0;0;0;0;0;0;-0,00020884392360683186;-0,06254079531545657;-9,1426578842297;0;0;-0,9142657884229678
0,006600000000000004;0;0;0;0;0;0;-0,00021514366532466165;-0,06345403904113928;-9,132437256827025;0;0;-0,9132437256827024
0,0067000000000000046;0;0;0;0;0;0;-0,00022153468031989326;-0,06436626086349283;-9,12221822353551;0;0;-0,9122218223535573
0,006800000000000005;0;0;0;0;0;0;-0,00022801686641020705;-0,06527746094278296;-9,11200079290131;0;0;-0,9112000792901337
0,006900000000000005;0;0;0;0;0;0;-0,00023459012142935265;-0,06618763944012894;-9,101784973459814;0;0;-0,9101784973459759
0,007000000000000005;0;0;0;0;0;0;-0,00024125434322723422;-0,06709679651750251;-9,091570773735736;0;0;-0,9091570773735711
0,007100000000000006;0;0;0;0;0;0;-0,0002480094296699957;-0,06800493233772686;-9,08135820224351;0;0;-0,9081358202243501
0,007200000000000006;0;0;0;0;0;0;-0,0002548552786401058;-0,06891204706447555;-9,071147267486895;0;0;-0,907114726748687
0,007300000000000006;0;0;0;0;0;0;-0,00026179178803644316;-0,06981814086227145;-9,060937977958954;0;0;-0,9060937977958997
0,007400000000000006;0;0;0;0;0;0;-0,00026881885577438103;-0,0707232138964857;-9,050730342142488;0;0;-0,9050730342142506
0,007500000000000007;0;0;0;0;0;0;-0,00027593637978587214;-0,07162726633333664;-9,040524368509466;0;0;-0,9040524368509464
0,007600000000000007;0;0;0;0;0;0;-0,0002831442580195334;-0,07253029833988878;-9,030320065521318;0;0;-0,9030320065521379
0,007700000000000007;0;0;0;0;0;0;-0,00029044238844073045;-0,0734323100840517;-9,0201174416292;0;0;-0,9020117441629216
0,0078000000000000074;0;0;0;0;0;0;-0,000297830669031662;-0,07433330173457904;-9,009916505273441;0;0;-0,9009916505273385
0,007900000000000008;0;0;0;0;0;0;-0,0003053089977914443;-0,07523327346106741;-8,999717264883689;0;0;-0,8999717264883755
0,008000000000000007;0;0;0;0;0;0;-0,0003128772727361955;-0,07613222543395537;-8,989519728879596;0;0;-0,8989519728879649
0,008100000000000007;0;0;0;0;0;0;-0,0003205353918991194;-0,07703015782452236;-8,979323905669856;0;0;-0,8979323905669849
0,008200000000000006;0;0;0;0;0;0;-0,00032828325333058986;-0,07792707080488762;-8,969129803652608;0;0;-0,8969129803652603
0,008300000000000005;0;0;0;0;0;0;-0,0003361207550982347;-0,07882296454800918;-8,95893743121559;0;0;-0,8958937431215622
0,008400000000000005;0;0;0;0;0;0;-0,00034404779528701934;-0,07971783922768279;-8,94874679673613;0;0;-0,8948746796736081
0,008500000000000004;0;0;0;0;0;0;-0,0003520642719993305;-0,08061169501854085;-8,938557908580584;0;0;-0,893855790858063
0,008600000000000003;0;0;0;0;0;0;-0,00036017008335506015;-0,08150453209605138;-8,928370775105332;0;0;-0,8928370775105389
0,008700000000000003;0;0;0;0;0;0;-0,0003683651274916886;-0,08239635063651697;-8,918185404655915;0;0;-0,8918185404655955
0,008800000000000002;0;0;0;0;0;0;-0,00037664930256436815;-0,08328715081707372;-8,908001805567473;0;0;-0,8908001805567404
0,008900000000000002;0;0;0;0;0;0;-0,0003850225067460063;-0,08417693281569015;-8,897819986164318;0;0;-0,889781998616429
0,009000000000000001;0;0;0;0;0;0;-0,00039348463822734916;-0,08506569681116621;-8,887639954760633;0;0;-0,8887639954760654
0,0091;0;0;0;0;0;0;-0,0004020355952170641;-0,08595344298313222;-8,877461719660056;0;0;-0,887746171966002
0,0092;0;0;0;0;0;0;-0,0004106752759418231;-0,08684017151204776;-8,867285289155395;0;0;-0,8867285289155407
0,0093;0;0;0;0;0;0;-0,0004194035786463855;-0,08772588257920069;-8,857110671529334;0;0;-0,8857110671529318
0,009399999999999999;0;0;0;0;0;0;-0,0004282204015936809;-0,08861057636670606;-8,846937875053722;0;0;-0,8846937875053755
0,009499999999999998;0;0;0;0;0;0;-0,00043712564306489144;-0,08949425305750508;-8,836766907990151;0;0;-0,8836766907990219
0,009599999999999997;0;0;0;0;0;0;-0,0004461192013595349;-0,09037691283536405;-8,826597778589656;0;0;-0,8826597778589708
0,009699999999999997;0;0;0;0;0;0;-0,0004552009747955468;-0,09125855588487332;-8,81643049509273;0;0;-0,8816430495092725
0,009799999999999996;0;0;0;0;0;0;-0,0004643708617093628;-0,09213918239144625;-8,806265065729319;0;0;-0,8806265065729276
0,009899999999999996;0;0;0;0;0;0;-0,00047362876045600104;-0,09301879254131813;-8,796101498718816;0;0;-0,8796101498718879
0,009999999999999995;0;0;0;0;0;0;-0,0004829745694091442;-0,09389738652154518;-8,785939802270493;0;0;-0,878593980227056
0,010099999999999994;0;0;0;0;0;0;-0,0004924081869612216;-0,09477496452000347;-8,775779984582925;0;0;-0,8775779984582862
0,010199999999999994;0;0;0;0;0;0;-0,0005019295115234912;-0,09565152672538786;-8,765622053843874;0;0;-0,8765622053843842
0,010299999999999993;0;0;0;0;0;0;-0,0005115384415261212;-0,09652707332721097;-8,7554660182311;0;0;-0,875546601823108
0,010399999999999993;0;0;0;0;0;0;-0,0005212348754182718;-0,09740160451580214;-8,745311885911683;0;0;-0,8745311885911674
0,010499999999999992;0;0;0;0;0;0;-0,0005310187116681773;-0,09827512048230637;-8,735159665042291;0;0;-0,8735159665042251
0,010599999999999991;0;0;0;0;0;0;-0,0005408898487632267;-0,09914762141868326;-8,72500936376891;0;0;-0,8725009363768966
0,01069999999999999;0;0;0;0;0;0;-0,0005508481852100461;-0,10001910751770601;-8,71486099022753;0;0;-0,8714860990227504
0,01079999999999999;0;0;0;0;0;0;-0,0005608936195345795;-0,10088957897296032;-8,704714552543042;0;0;-0,8704714552543082
0,01089999999999999;0;0;0;0;0;0;-0,0005710260502821697;-0,10175903597884337;-8,69457005883048;0;0;-0,869457005883046
0,010999999999999989;0;0;0;0;0;0;-0,00058124537601764;-0,10262747873056276;-8,684427517193921;0;0;-0,8684427517193928
0,011099999999999988;0;0;0;0;0;0;-0,0005915514953253748;-0,10349490742413549;-8,674286935727304;0;0;-0,8674286935727329
0,011199999999999988;0;0;0;0;0;0;-0,000601944306809401;-0,10436132225638689;-8,664148322514025;0;0;-0,8664148322514041
0,011299999999999987;0;0;0;0;0;0;-0,0006124237090934678;-0,10522672342494958;-8,654011685626934;0;0;-0,8654011685626999
0,011399999999999987;0;0;0;0;0;0;-0,0006229896008211284;-0,10609111112826246;-8,643877033128744;0;0;-0,8643877033128684
0,011499999999999986;0;0;0;0;0;0;-0,0006336418806558201;-0,10695448556556957;-8,633744373071073;0;0;-0,8633744373071132
0,011599999999999985;0;0;0;0;0;0;-0,0006443804472809445;-0,10781684693691916;-8,623613713495958;0;0;-0,8623613713495938
0,011699999999999985;0;0;0;0;0;0;-0,0006552051993999487;-0,10867819544316258;-8,6134850624342;0;0;-0,8613485062434255
0,011799999999999984;0;0;0;0;0;0;-0,0006661160357364044;-0,10953853128595326;-8,603358427906743;0;0;-0,86033584279068
0,011899999999999984;0;0;0;0;0;0;-0,0006771128550340893;-0,11039785466774564;-8,593233817923846;0;0;-0,8593233817923851
0,011999999999999983;0;0;0;0;0;0;-0,0006881955560570663;-0,11125616579179416;-8,58311124048522;0;0;-0,8583111240485263
0,012099999999999982;0;0;0;0;0;0;-0,0006993640375897636;-0,1121134648621522;-8,572990703580446;0;0;-0,8572990703580455
0,012199999999999982;0;0;0;0;0;0;-0,0007106181984370548;-0,11296975208367105;-8,562872215188422;0;0;-0,8562872215188426
0,012299999999999981;0;0;0;0;0;0;-0,0007219579374243382;-0,11382502766199883;-8,552755783277771;0;0;-0,855275578327775
0,01239999999999998;0;0;0;0;0;0;-0,0007333831533976171;-0,11467929180357948;-8,542641415806573;0;0;-0,854264141580658
0,01249999999999998;0;0;0;0;0;0;-0,0007448937452235786;-0,11553254471565175;-8,532529120722637;0;0;-0,8532529120722655
0,01259999999999998;0;0;0;0;0;0;-0,0007564896117896737;-0,11638478660624808;-8,522418905963363;0;0;-0,85224189059633
0,012699999999999979;0;0;0;0;0;0;-0,0007681706520041957;-0,11723601768419363;-8,512310779455467;0;0;-0,8512310779455428
0,012799999999999978;0;0;0;0;0;0;-0,0007799367647963606;-0,11808623815910518;-8,502204749115533;0;0;-0,8502204749115548
0,012899999999999977;0;0;0;0;0;0;-0,0007917878491163855;-0,11893544824139016;-8,492100822849736;0;0;-0,849210082284976
0,012999999999999977;0;0;0;0;0;0;-0,0008037238039355672;-0,11978364814224553;-8,481999008553704;0;0;-0,8481999008553766
0,013099999999999976;0;0;0;0;0;0;-0,0008157445282463623;-0,12063083807365682;-8,471899314112935;0;0;-0,8471899314112866
0,013199999999999976;0;0;0;0;0;0;-0,000827849921062465;-0,12147701824839702;-8,461801747401964;0;0;-0,8461801747401968
0,013299999999999975;0;0;0;0;0;0;-0,0008400398814188861;-0,12232218888002558;-8,451706316285613;0;0;-0,8451706316285585
0,013399999999999974;0;0;0;0;0;0;-0,0008523143083720318;-0,12316635018288737;-8,441613028617873;0;0;-0,8441613028617844
0,013499999999999974;0;0;0;0;0;0;-0,0008646731009997817;-0,12400950237211161;-8,431521892242472;0;0;-0,8431521892242481
0,013599999999999973;0;0;0;0;0;0;-0,0008771161584015678;-0,1248516456636109;-8,421432914992865;0;0;-0,8421432914992851
0,013699999999999973;0;0;0;0;0;0;-0,0008896433796984524;-0,1256927802740801;-8,411346104691964;0;0;-0,8411346104691929
0,013799999999999972;0;0;0;0;0;0;-0,0009022546640332063;-0,12653290642099532;-8,401261469152265;0;0;-0,8401261469152315
0,013899999999999971;0;0;0;0;0;0;-0,0009149499105703866;-0,12737202432261294;-8,391179016176142;0;0;-0,8391179016176229
0,01399999999999997;0;0;0;0;0;0;-0,0009277290184964157;-0,12821013419796848;-8,381098753555415;0;0;-0,8381098753555527
0,01409999999999997;0;0;0;0;0;0;-0,000940591887019658;-0,12904723626687564;-8,37102068907164;0;0;-0,8371020689071691
0,01419999999999997;0;0;0;0;0;0;-0,0009535384153704981;-0,12988333074992522;-8,36094483049582;0;0;-0,836094483049584
0,014299999999999969;0;0;0;0;0;0;-0,0009665685028014186;-0,1307184178684841;-8,350871185588693;0;0;-0,8350871185588735
0,014399999999999968;0;0;0;0;0;0;-0,0009796820485870775;-0,13155249784469417;-8,340799762100726;0;0;-0,8340799762100776
0,014499999999999968;0;0;0;0;0;0;-0,0009928789520243857;-0,13238557090147138;-8,330730567772115;0;0;-0,8330730567772004
0,014599999999999967;0;0;0;0;0;0;-0,0010061591124325845;-0,1332176372625046;-8,320663610332234;0;0;-0,8320663610332113
0,014699999999999967;0;0;0;0;0;0;-0,0010195224291533224;-0,13404869715225465;-8,310598897500466;0;0;-0,8310598897500444
0,014799999999999966;0;0;0;0;0;0;-0,0010329688015507327;-0,13487875079595324;-8,300536436985917;0;0;-0,8300536436985995
0,014899999999999965;0;0;0;0;0;0;-0,0010464981290115105;-0,13570779841960198;-8,290476236487432;0;0;-0,8290476236487418
0,014999999999999965;0;0;0;0;0;0;-0,0010601103109449891;-0,13653584024997129;-8,280418303693027;0;0;-0,8280418303693029
0,015099999999999964;0;0;0;0;0;0;-0,0010738052467832177;-0,13736287651459936;-8,270362646280727;0;0;-0,8270362646280804
0,015199999999999964;0;0;0;0;0;0;-0,0010875828359810373;-0,1381889074417912;-8,260309271918286;0;0;-0,8260309271918386
0,015299999999999963;0;0;0;0;0;0;-0,0011014429780161579;-0,1390139332606175;-8,250258188263192;0;0;-0,825025818826309
0,015399999999999962;0;0;0;0;0;0;-0,0011153855723892345;-0,1398379542009137;-8,24020940296183;0;0;-0,8240209402961902
0,015499999999999962;0;0;0;0;0;0;-0,001129410518623944;-0,14066097049327883;-8,230162923651418;0;0;-0,8230162923651483
0,015599999999999961;0;0;0;0;0;0;-0,0011435177162670619;-0,14148298236907464;-8,220118757958083;0;0;-0,8220118757958179
0,01569999999999996;0;0;0;0;0;0;-0,0011577070648885368;-0,14230399006042443;-8,210076913497954;0;0;-0,8210076913498011
0,01579999999999996;0;0;0;0;0;0;-0,0011719784640815687;-0,1431239938002121;-8,200037397876613;0;0;-0,820003739787669
0,01589999999999996;0;0;0;0;0;0;-0,0011863318134626834;-0,14394299382208106;-8,190000218689653;0;0;-0,8190000218689617
0,01599999999999996;0;0;0;0;0;0;-0,001200767012671809;-0,14476099036043324;-8,179965383521836;0;0;-0,8179965383521881
0,016099999999999958;0;0;0;0;0;0;-0,0012152839613723521;-0,14557798365042807;-8,169932899948218;0;0;-0,8169932899948271
0,016199999999999957;0;0;0;0;0;0;-0,0012298825592512725;-0,1463939739279814;-8,1599027755333;0;0;-0,8159902775533271
0,016299999999999957;0;0;0;0;0;0;-0,0012445627060191599;-0,1472089614297645;-8,149875017831043;0;0;-0,814987501783107
0,016399999999999956;0;0;0;0;0;0;-0,0012593243014103082;-0,14802294639320307;-8,139849634385687;0;0;-0,8139849634385558
0,016499999999999956;0;0;0;0;0;0;-0,0012741672451827921;-0,1488359290564761;-8,129826632730374;0;0;-0,8129826632730338
0,016599999999999955;0;0;0;0;0;0;-0,0012890914371185417;-0,149647909658515;-8,11980602038881;0;0;-0,8119806020388722
0,016699999999999954;0;0;0;0;0;0;-0,0013040967770234176;-0,15045888843900238;-8,10978780487387;0;0;-0,8109787804873739
0,016799999999999954;0;0;0;0;0;0;-0,0013191831647272863;-0,1512688656383712;-8,099771993688165;0;0;-0,8099771993688134
0,016899999999999953;0;0;0;0;0;0;-0,001334350500084095;-0,15207784149780362;-8,089758594324314;0;0;-0,8089758594324374
0,016999999999999953;0;0;0;0;0;0;-0,0013495986829719466;-0,1528858162592301;-8,079747614264665;0;0;-0,8079747614264654
0,017099999999999952;0;0;0;0;0;0;-0,0013649276132931744;-0,1536927901653282;-8,069739060981018;0;0;-0,806973906098089
0,01719999999999995;0;0;0;0;0;0;-0,001380337190974417;-0,15449876345952165;-8,059732941934627;0;0;-0,8059732941934737
0,01729999999999995;0;0;0;0;0;0;-0,0013958273159666921;-0,1553037363859794;-8,049729264577588;0;0;-0,8049729264577582
0,01739999999999995;0;0;0;0;0;0;-0,0014113978882454717;-0,15610770918961447;-8,039728036350613;0;0;-0,8039728036350549
0,01749999999999995;0;0;0;0;0;0;-0,0014270488078107566;-0,15691068211608292;-8,029729264684427;0;0;-0,8029729264684502
0,01759999999999995;0;0;0;0;0;0;-0,00144277997468715;-0,15771265541178292;-8,019732957000036;0;0;-0,8019732957000054
0,01769999999999995;0;0;0;0;0;0;-0,0014585912889239318;-0,15851362932385368;-8,009739120707627;0;0;-0,8009739120707565
0,017799999999999948;0;0;0;0;0;0;-0,0014744826505951332;-0,1593136041001744;-7,99974776320711;0;0;-0,7999747763207145
0,017899999999999947;0;0;0;0;0;0;-0,00149045395979961;-0,16011257998936326;-7,9897588918886875;0;0;-0,7989758891888656
0,017999999999999947;0;0;0;0;0;0;-0,0015065051166611172;-0,16091055724077644;-7,979772514131733;0;0;-0,7979772514131726
0,018099999999999946;0;0;0;0;0;0;-0,0015226360213283813;-0,161707536104507;-7,96978863730563;0;0;-0,7969788637305737
0,018199999999999945;0;0;0;0;0;0;-0,001538846573975176;-0,16250351683138398;-7,95980726876977;0;0;-0,7959807268769838
0,018299999999999945;0;0;0;0;0;0;-0,0015551366748003937;-0,16329849967297128;-7,949828415872995;0;0;-0,7949828415872952
0,018399999999999944;0;0;0;0;0;0;-0,0015715062240281206;-0,16409248488156666;-7,93985208595388;0;0;-0,7939852085953762
0,018499999999999944;0;0;0;0;0;0;-0,001587955121907709;-0,16488547271020074;-7,92987828634073;0;0;-0,7929878286340739
0,018599999999999943;0;0;0;0;0;0;-0,001604483268713851;-0,16567746341263595;-7,919907024352135;0;0;-0,7919907024352122
0,018699999999999942;0;0;0;0;0;0;-0,001621090564746651;-0,16646845724336554;-7,90993830729586;0;0;-0,7909938307295938
0,018799999999999942;0;0;0;0;0;0;-0,0016377769103317;-0,16725845445761253;-7,899972142469958;0;0;-0,7899972142469998
0,01889999999999994;0;0;0;0;0;0;-0,0016545422058201471;-0,16804745531132873;-7,89000853716193;0;0;-0,7890008537161899
0,01899999999999994;0;0;0;0;0;0;-0,0016713863515887733;-0,16883546006119363;-7,880047498649012;0;0;-0,7880047498649035
0,01909999999999994;0;0;0;0;0;0;-0,0016883092480400636;-0,1696224689646135;-7,870089034198724;0;0;-0,7870089034198591
0,01919999999999994;0;0;0;0;0;0;-0,0017053107956022803;-0,17040848227972025;-7,860133151067483;0;0;-0,7860133151067552
0,01929999999999994;0;0;0;0;0;0;-0,001722390894729535;-0,17119350026537053;-7,850179856502826;0;0;-0,785017985650271
0,019399999999999938;0;0;0;0;0;0;-0,0017395494459018607;-0,1719775231811446;-7,84022915774063;0;0;-0,7840229157740657
0,019499999999999938;0;0;0;0;0;0;-0,0017567863496252853;-0,17276055128734538;-7,830281062007893;0;0;-0,7830281062007797
0,019599999999999937;0;0;0;0;0;0;-0,0017741015064319024;-0,1735425848449974;-7,820335576520232;0;0;-0,7820335576520346
0,019699999999999936;0;0;0;0;0;0;-0,0017914948168799446;-0,17432362411584584;-7,810392708484382;0;0;-0,7810392708484338
0,019799999999999936;0;0;0;0;0;0;-0,0018089661815538546;-0,1751036693623554;-7,800452465095697;0;0;-0,7800452465095625
0,019899999999999935;0;0;0;0;0;0;-0,0018265155010643579;-0,1758827208477094;-7,79051485353982;0;0;-0,7790514853539884
0,019999999999999934;0;0;0;0;0;0;-0,0018441426760485338;-0,17666077883580866;-7,780579880992677;0;0;-0,7780579880992616
0,020099999999999934;0;0;0;0;0;0;-0,0018618476071698877;-0,17743784359127057;-7,770647554619092;0;0;-0,7770647554619157
0,020199999999999933;0;0;0;0;0;0;-0,0018796301951184227;-0,17821391537942805;-7,76071788157473;0;0;-0,7760717881574671
0,020299999999999933;0;0;0;0;0;0;-0,0018974903406107106;-0,17898899446632846;-7,750790869004153;0;0;-0,7750790869004165
0,020399999999999932;0;0;0;0;0;0;-0,0019154279443899637;-0,1797630811187327;-7,740866524042489;0;0;-0,7740866524042481
0,02049999999999993;0;0;0;0;0;0;-0,0019334429072261061;-0,18053617560411414;-7,730944853814314;0;0;-0,773094485381431
0,02059999999999993;0;0;0;0;0;0;-0,0019515351299158447;-0,18130827819065756;-7,721025865434217;0;0;-0,7721025865434192
0,02069999999999993;0;0;0;0;0;0;-0,0019697045132827406;-0,1820793891472582;-7,711109566006513;0;0;-0,7711109566006511
0,02079999999999993;0;0;0;0;0;0;-0,0019879509581772798;-0,18284950874352077;-7,701195962625529;0;0;-0,7701195962625516
0,02089999999999993;0;0;0;0;0;0;-0,0020062743654769436;-0,1836186372497583;-7,691285062375319;0;0;-0,7691285062375305
0,02099999999999993;0;0;0;0;0;0;-0,002024674636086281;-0,1843867749369913;-7,681376872329948;0;0;-0,7681376872329844
0,021099999999999928;0;0;0;0;0;0;-0,002043151670936978;-0,1851539220769466;-7,671471399552932;0;0;-0,7671471399552965
0,021199999999999927;0;0;0;0;0;0;-0,002061705370987928;-0,18592007894205642;-7,661568651098349;0;0;-0,7661568651098364
0,021299999999999927;0;0;0;0;0;0;-0,0020803356372253038;-0,1866852458054574;-7,6516686340097335;0;0;-0,7651668634009615
