Zeitstempel [s],Anregung [mm],Amplitude [mm]
0.0110268592834473,0,-0.301600000000001
0.021723747253418,0,-0.301600000000001
0.0323843955993652,0,-0.301600000000001
0.0430092811584473,0,-0.301600000000001
0.0536377429962158,0,-0.301600000000001
0.0642466545104981,0,-0.301600000000001
0.0748801231384277,0,-0.301600000000001
0.0856533050537109,0,-0.301600000000001
0.0963354110717773,0,-0.301600000000001
0.107009410858154,0,-0.301600000000001
0.117616653442383,0,-0.301600000000001
0.128219366073608,0,-0.301600000000001
0.138834714889526,0,-0.301600000000001
0.14951491355896,0,-0.301600000000001
0.160130500793457,0,-0.301600000000001
0.17074990272522,0,-0.301600000000001
0.181385040283203,0,-0.301600000000001
0.191998958587646,0,-0.301600000000001
0.202621936798096,0,-0.301600000000001
0.213232517242432,0,-0.301600000000001
0.223880052566528,0,-0.301600000000001
0.234483480453491,0,-0.301600000000001
0.245197772979736,0,-0.301600000000001
0.255901575088501,0,-0.301600000000001
0.266544580459595,0,-0.301600000000001
0.277202606201172,0,-0.301600000000001
0.287834644317627,0,-0.301600000000001
0.298513174057007,0,-0.301600000000001
0.309136390686035,0,-0.301600000000001
0.319748401641846,0,-0.301600000000001
0.330364942550659,0,-0.301600000000001
0.340991735458374,0,-0.301600000000001
0.351619243621826,0,-0.301600000000001
0.362228393554688,0,-0.301600000000001
0.372848510742188,0,-0.301600000000001
0.38352370262146,0,-0.301600000000001
0.394139528274536,0,-0.301600000000001
0.404760360717773,0,-0.301600000000001
0.415590286254883,0,-0.301600000000001
0.42625093460083,0,-0.301600000000001
0.436865568161011,0,-0.301600000000001
0.44748854637146,0,-0.301600000000001
0.458113193511963,0,-0.301600000000001
0.468714475631714,0,-0.301600000000001
0.479403018951416,0,-0.301600000000001
0.490035533905029,0,-0.301600000000001
0.500653028488159,0,-0.301600000000001
0.511283159255981,0,-0.301600000000001
0.521918296813965,0,-0.301600000000001
0.532597780227661,0,-0.301600000000001
0.543222188949585,0,-0.301600000000001
0.553864479064941,0,-0.301600000000001
0.564516067504883,0,-0.301600000000001
0.575483560562134,0,-0.301600000000001
0.586114645004273,0,-0.301600000000001
0.596742630004883,0,-0.301600000000001
0.607367515563965,0,-0.301600000000001
0.617987632751465,0,-0.301600000000001
0.62859582901001,0,-0.301600000000001
0.639262914657593,0,-0.301600000000001
0.649879217147827,0,-0.301600000000001
0.660484790802002,0,-0.301600000000001
0.671100616455078,0,-0.301600000000001
0.681728601455689,0,-0.301600000000001
0.69235110282898,0,-0.301600000000001
0.702981472015381,0,-0.301600000000001
0.713602781295776,0,-0.301600000000001
0.724226236343384,0,-0.301600000000001
0.734844446182251,0,-0.301600000000001
0.745946884155273,0,-0.301600000000001
0.756623268127441,0,-0.301600000000001
0.767234563827515,0,-0.301600000000001
0.777846097946167,0,-0.301600000000001
0.788474798202515,0,-0.301600000000001
0.799111366271973,0,-0.301600000000001
0.809735536575317,0,-0.301600000000001
0.820319414138794,0,-0.301600000000001
0.830835819244385,0,-0.301600000000001
0.841475248336792,0,-0.301600000000001
0.852139234542847,0,-0.301600000000001
0.862756729125977,0,-0.301600000000001
0.873464107513428,0,-0.301600000000001
0.884105920791626,0,-0.301600000000001
0.894729852676392,0,-0.301600000000001
0.905773878097534,0,-0.301600000000001
0.916422367095947,0,-0.301600000000001
0.927316188812256,0,-0.301600000000001
0.93784499168396,0,-0.301600000000001
0.949271440505981,0,-0.301600000000001
0.959829807281494,0,-0.301600000000001
0.970388889312744,0,-0.301600000000001
0.981475591659546,0,-0.301600000000001
0.992010593414307,0,-0.301600000000001
1.0033905506134,0,-0.301600000000001
1.01475548744202,0,-0.301600000000001
1.02651906013489,-0.01,-0.301600000000001
1.03794813156128,-0.02,-0.301600000000001
1.04946732521057,-0.04,-0.301600000000001
1.06041383743286,-0.065,-0.301600000000001
1.07116317749023,-0.09,-0.301600000000001
1.08189177513123,-0.11,-0.301600000000001
1.09261131286621,-0.14,-0.301600000000001
1.10344243049622,-0.175,-0.301600000000001
1.11411905288696,-0.215,-0.301600000000001
1.12487721443176,-0.245,-0.301600000000001
1.13576674461365,-0.295,-0.301600000000001
1.1464467048645,-0.345,-0.301600000000001
1.15719699859619,-0.385,-0.301600000000001
1.16789197921753,-0.44,-0.301600000000001
1.17864298820496,-0.5,-0.301600000000001
1.18948030471802,-0.565,-0.301600000000001
1.2001531124115,-0.62,-0.301600000000001
1.21093416213989,-0.69,-0.301600000000001
1.22162199020386,-0.765,-0.301600000000001
1.23231530189514,-0.845,-0.301600000000001
1.24377799034119,-0.925,-0.301600000000001
1.25457525253296,-1.015,-0.301600000000001
1.26537203788757,-1.105,-0.301600000000001
1.27604126930237,-1.2,-0.301600000000001
1.28681349754334,-1.3,-0.301600000000001
1.29769659042358,-1.4,-0.301600000000001
1.30837345123291,-1.505,-0.301600000000001
1.31963586807251,-1.645,-0.301600000000001
1.33032083511353,-1.755,-0.301600000000001
1.34134745597839,-1.905,-0.3537
1.35266184806824,-2.06,-0.3537
1.36410737037659,-2.185,-0.3537
1.37536597251892,-2.35,-0.3537
1.38614106178284,-2.515,-0.405799999999999
1.39681625366211,-2.655,-0.405799999999999
1.40757417678833,-2.835,-0.405799999999999
1.41826581954956,-2.985,-0.457899999999999
1.42915296554565,-3.135,-0.457899999999999
1.44002914428711,-3.325,-0.510000000000002
1.45071172714233,-3.485,-0.510000000000002
1.46145939826965,-3.69,-0.6142
1.47235870361328,-3.895,-0.6142
1.48310232162476,-4.065,-0.718399999999999
1.49385690689087,-4.285,-0.718399999999999
1.50478482246399,-4.505,-0.874700000000001
1.51562690734863,-4.69,-1.031
1.52662134170532,-4.92,-1.031
1.5375120639801,-5.16,-1.1873
1.5481858253479,-5.35,-1.1873
1.55894708633423,-5.595,-1.4478
1.5696234703064,-5.795,-1.4478
1.58061981201172,-6.05,-1.7083
1.59135580062866,-6.31,-1.7083
1.6021134853363,-6.52,-1.9688
1.61303400993347,-6.785,-1.9688
1.62378287315369,-7.06,-2.2814
1.63453888893127,-7.28,-2.2814
1.64594507217407,-7.56,-2.6982
1.65686917304993,-7.84,-3.115
1.66761589050293,-8.13,-3.115
1.67836546897888,-8.365,-3.5318
1.68932390213013,-8.66,-3.5318
1.70000386238098,-8.96,-4.0528
1.7106716632843,-9.2,-4.0528
1.72174000740051,-9.505,-4.6259
1.73257327079773,-9.815,-4.6259
1.7433168888092,-10.07,-5.199
1.7539963722229,-10.385,-5.199
1.76506853103638,-10.64,-5.8763
1.77667760848999,-11.03,-6.5536
1.78808355331421,-11.36,-6.5536
1.79951643943787,-11.69,-7.283
1.81094169616699,-12.025,-7.283
1.82169365882874,-12.36,-8.0124
1.83236169815063,-12.7,-8.0124
1.84311151504517,-12.975,-8.7418
1.85380220413208,-13.325,-8.7418
1.86459469795227,-13.6,-9.5233
1.8755578994751,-13.955,-10.3569
1.88631248474121,-14.31,-10.3569
1.8970775604248,-14.665,-11.1905
1.90789461135864,-15.025,-11.1905
1.91874098777771,-15.385,-12.0241
1.92954111099243,-15.75,-12.0241
1.94036531448364,-16.115,-12.8577
1.95132112503052,-16.485,-12.8577
1.96205615997314,-16.78,-13.7434
1.97272944450378,-17.155,-13.7434
1.98338890075684,-17.525,-14.6291
1.9941258430481,-17.905,-14.6291
2.004798412323,-18.28,-15.5148
2.01620101928711,-18.66,-16.4005
2.02702641487122,-19.04,-16.4005
2.03770351409912,-19.345,-17.2862
2.04846453666687,-19.73,-17.2862
2.05919122695923,-20.115,-18.1198
2.06991052627563,-20.425,-18.1198
2.08067655563355,-20.735,-19.0055
2.09200286865234,-21.12,-19.0055
2.10267615318298,-21.51,-19.787
2.11339545249939,-21.82,-19.787
2.12527322769165,-22.21,-20.6206
2.13697814941406,-22.68,-21.4021
2.14852261543274,-23.075,-21.4021
2.1599600315094,-23.465,-22.1315
2.17140030860901,-23.86,-22.1315
2.1831214427948,-24.25,-22.8609
2.19404458999634,-24.645,-22.8609
2.2047131061554,-25.035,-23.5903
2.21630597114563,-25.35,-24.2676
2.22747540473938,-25.745,-24.2676
2.23814964294434,-26.06,-24.9449
2.24903035163879,-26.375,-24.9449
2.25970697402954,-26.765,-25.518
2.27120041847229,-27.08,-25.518
2.28270101547241,-27.39,-26.1432
2.29417061805725,-27.705,-26.1432
2.30487203598022,-28.015,-26.6642
2.31647777557373,-28.33,-27.1852
2.32802963256836,-28.64,-27.1852
2.34077072143555,-28.95,-27.7062
2.3522469997406,-29.26,-27.7062
2.36295318603516,-29.57,-28.123
2.37449216842651,-29.955,-28.123
2.3853063583374,-30.265,-28.5919
2.39652228355408,-30.65,-29.0087
2.40726613998413,-30.955,-29.0087
2.41795468330383,-31.335,-29.3734
2.428626537323,-31.64,-29.3734
2.4402163028717,-32.015,-29.7381
2.45088386535645,-32.395,-29.7381
2.46236515045166,-32.77,-30.1028
2.47389078140259,-33.065,-30.1028
2.48464345932007,-33.435,-30.4675
2.49590539932251,-33.805,-30.7801
2.50660014152527,-34.1,-30.7801
2.51752662658691,-34.465,-31.1448
2.52838468551636,-34.825,-31.1448
2.53925395011902,-35.115,-31.4574
2.55004191398621,-35.4,-31.4574
2.56189322471619,-35.76,-31.8221
2.57267594337463,-36.04,-31.8221
2.58350729942322,-36.395,-32.1868
2.59433126449585,-36.67,-32.1868
2.60509848594666,-36.95,-32.5515
2.61645436286926,-37.295,-32.9683
2.62710356712341,-37.565,-32.9683
2.63804888725281,-37.905,-33.4372
2.64875173568726,-38.17,-33.4372
2.65987896919251,-38.505,-33.854
2.67063975334168,-38.77,-33.854
2.6817479133606,-39.095,-34.375
2.69260144233704,-39.355,-34.375
2.70327210426331,-39.545,-34.8439
2.71404027938843,-39.8,-34.8439
2.72484159469605,-40.05,-35.417
2.7357816696167,-40.24,-35.9901
2.74655294418335,-40.49,-35.9901
2.75721669197083,-40.735,-36.6153
2.76799893379211,-40.915,-36.6153
2.77881264686584,-41.155,-37.2405
2.78977823257446,-41.455,-37.2405
2.80066919326782,-41.75,-37.8657
2.81138134002686,-41.98,-37.8657
2.82222580909729,-42.21,-38.543
2.83290457725525,-42.435,-38.543
2.84386253356934,-42.715,-39.2203
2.85469079017639,-42.935,-39.2203
2.866858959198,-43.155,-39.8976
2.877690076828,-43.425,-40.5749
2.88848924636841,-43.635,-40.5749
2.89929795265198,-43.895,-41.2001
2.90995192527771,-44.15,-41.2001
2.9207329750061,-44.4,-41.8774
2.93141889572144,-44.595,-41.8774
2.94244289398193,-44.79,-42.5547
2.95363664627075,-45.025,-42.5547
2.96470093727112,-45.26,-43.232
2.97577548027039,-45.49,-43.232
2.98661208152771,-45.665,-43.8051
2.99737143516541,-45.84,-44.4303
3.0081057548523,-45.97,-44.4303
3.01881241798401,-46.14,-45.0555
3.02958345413208,-46.305,-45.0555
3.04032754898071,-46.47,-45.5765
3.0516722202301,-46.67,-45.5765
3.06242442131043,-46.825,-46.1496
3.07383751869202,-47.01,-46.1496
3.08577442169189,-47.16,-46.6185
3.09654307365418,-47.305,-47.0874
3.1073477268219,-47.48,-47.0874
3.11817359924316,-47.615,-47.5042
3.12895631790161,-47.78,-47.5042
3.13972067832947,-47.935,-47.8689
3.15044498443604,-48.06,-47.8689
3.16113352775574,-48.21,-48.2336
3.17216873168945,-48.35,-48.2336
3.18282866477966,-48.465,-48.4941
3.1935920715332,-48.595,-48.4941
3.20436334609985,-48.695,-48.7546
3.21566772460938,-48.82,-48.9109
3.22642779350281,-48.935,-48.9109
3.23727250099182,-49.025,-49.0672
3.24795913696289,-49.13,-49.0672
3.2586362361908,-49.21,-49.1714
3.26998949050903,-49.305,-49.1714
3.2808678150177,-49.375,-49.2235
